pressure data:,,,,1 coordinate per line,,,,Additional pore pressure. Date is January 1st at 12:01 AM in 2019 
X_Easting_km, Y_Northing_km, additionalPressure_PSI,
2,2,2.325
2,2.3265,2.6303
2,2.6531,2.9635
2,2.9796,3.3252
2,3.3061,3.7154
2,3.6327,4.1337
2,3.9592,4.579
2,4.2857,5.0499
2,4.6122,5.5439
2,4.9388,6.0581
2,5.2653,6.5887
2,5.5918,7.1311
2,5.9184,7.6799
2,6.2449,8.229
2,6.5714,8.7717
2,6.898,9.3005
2,7.2245,9.8078
2,7.551,10.285
2,7.8776,10.725
2,8.2041,11.12
2,8.5306,11.461
2,8.8571,11.743
2,9.1837,11.96
2,9.5102,12.107
2,9.8367,12.182
2,10.163,12.182
2,10.49,12.107
2,10.816,11.96
2,11.143,11.743
2,11.469,11.461
2,11.796,11.12
2,12.122,10.725
2,12.449,10.285
2,12.776,9.8078
2,13.102,9.3005
2,13.429,8.7717
2,13.755,8.229
2,14.082,7.6799
2,14.408,7.1311
2,14.735,6.5887
2,15.061,6.0581
2,15.388,5.5439
2,15.714,5.0499
2,16.041,4.579
2,16.367,4.1337
2,16.694,3.7154
2,17.02,3.3252
2,17.347,2.9635
2,17.673,2.6303
2,18,2.325
2.3265,2,2.6303
2.3265,2.3265,2.979
2.3265,2.6531,3.3604
2.3265,2.9796,3.7751
2.3265,3.3061,4.2234
2.3265,3.6327,4.7048
2.3265,3.9592,5.2185
2.3265,4.2857,5.7627
2.3265,4.6122,6.3349
2.3265,4.9388,6.9318
2.3265,5.2653,7.5491
2.3265,5.5918,8.1816
2.3265,5.9184,8.823
2.3265,6.2449,9.4662
2.3265,6.5714,10.103
2.3265,6.898,10.725
2.3265,7.2245,11.323
2.3265,7.551,11.888
2.3265,7.8776,12.408
2.3265,8.2041,12.876
2.3265,8.5306,13.281
2.3265,8.8571,13.616
2.3265,9.1837,13.874
2.3265,9.5102,14.049
2.3265,9.8367,14.138
2.3265,10.163,14.138
2.3265,10.49,14.049
2.3265,10.816,13.874
2.3265,11.143,13.616
2.3265,11.469,13.281
2.3265,11.796,12.876
2.3265,12.122,12.408
2.3265,12.449,11.888
2.3265,12.776,11.323
2.3265,13.102,10.725
2.3265,13.429,10.103
2.3265,13.755,9.4662
2.3265,14.082,8.823
2.3265,14.408,8.1816
2.3265,14.735,7.5491
2.3265,15.061,6.9318
2.3265,15.388,6.3349
2.3265,15.714,5.7627
2.3265,16.041,5.2185
2.3265,16.367,4.7048
2.3265,16.694,4.2234
2.3265,17.02,3.7751
2.3265,17.347,3.3604
2.3265,17.673,2.979
2.3265,18,2.6303
2.6531,2,2.9635
2.6531,2.3265,3.3604
2.6531,2.6531,3.7952
2.6531,2.9796,4.269
2.6531,3.3061,4.7821
2.6531,3.6327,5.3343
2.6531,3.9592,5.9248
2.6531,4.2857,6.5517
2.6531,4.6122,7.2126
2.6531,4.9388,7.9035
2.6531,5.2653,8.6198
2.6531,5.5918,9.3554
2.6531,5.9184,10.103
2.6531,6.2449,10.855
2.6531,6.5714,11.601
2.6531,6.898,12.332
2.6531,7.2245,13.036
2.6531,7.551,13.701
2.6531,7.8776,14.317
2.6531,8.2041,14.87
2.6531,8.5306,15.351
2.6531,8.8571,15.749
2.6531,9.1837,16.056
2.6531,9.5102,16.264
2.6531,9.8367,16.37
2.6531,10.163,16.37
