ID,Days,BPD
58,19720.0,0.0
58,19730.0,26.10000000000004
58,19740.0,24.89999999999996
58,19750.0,52.600000000000094
58,19760.0,37.599999999999945
58,19770.0,31.90000000000013
58,19780.0,31.69999999999983
58,19790.0,29.9
58,19800.0,29.69999999999998
58,19810.0,29.69999999999998
58,19820.0,21.50000000000002
58,19830.0,21.700000000000024
58,19840.0,34.300000000000026
58,19850.0,21.70000000000001
58,19860.0,19.70000000000018
58,19870.0,0.0
58,19880.0,9.59999999999979
58,19890.0,0.0
58,19900.0,0.0
58,19910.0,0.0
58,19920.0,0.0
58,19930.0,0.0
58,19940.0,0.0
58,19950.0,0.0
58,19960.0,0.0
58,19970.0,0.0
58,19980.0,0.0
58,19990.0,0.0
58,20000.0,0.0
58,20010.0,0.0
58,20020.0,0.0
58,20030.0,0.0
58,20040.0,0.0
58,20050.0,0.0
58,20060.0,0.0
58,20070.0,0.0
58,20080.0,0.0
58,20090.0,0.0
58,20100.0,0.0
58,20110.0,0.0
58,20120.0,0.0
58,20130.0,0.0
58,20140.0,0.0
58,20150.0,0.0
58,20160.0,0.0
58,20170.0,0.0
58,20180.0,0.0
58,20190.0,0.0
58,20200.0,0.0
58,20210.0,0.0
58,20220.0,0.0
58,20230.0,0.0
58,20240.0,0.0
58,20250.0,0.0
2060,19720.0,0.0
2060,19730.0,308.4000000000001
2060,19740.0,202.19999999999982
2060,19750.0,306.69999999999993
2060,19760.0,347.69999999999976
2060,19770.0,334.2000000000001
2060,19780.0,409.80000000000007
2060,19790.0,362.0999999999997
2060,19800.0,402.3000000000008
2060,19810.0,419.99999999999966
2060,19820.0,147.1000000000007
2060,19830.0,195.49999999999935
2060,19840.0,365.50000000000057
2060,19850.0,437.99999999999966
2060,19860.0,388.79999999999984
2060,19870.0,205.70000000000005
2060,19880.0,190.19999999999982
2060,19890.0,179.3
2060,19900.0,152.7
2060,19910.0,115.89999999999993
2060,19920.0,202.69999999999987
2060,19930.0,126.00000000000045
2060,19940.0,190.7999999999992
2060,19950.0,155.60000000000005
2060,19960.0,161.10000000000042
2060,19970.0,179.99999999999955
2060,19980.0,143.10000000000053
2060,19990.0,182.99999999999963
2060,20000.0,207.10000000000082
2060,20010.0,115.8
2060,20020.0,108.4
2060,20030.0,124.1
2060,20040.0,0.0
2060,20050.0,0.0
2060,20060.0,30.399999999999732
2060,20070.0,181.89999999999966
2060,20080.0,257.8000000000013
2060,20090.0,249.99999999999812
2060,20100.0,372.0
2060,20110.0,372.0
2060,20120.0,372.0
2060,20130.0,166.3
2060,20140.0,207.2
2060,20150.0,213.4
2060,20160.0,176.2
2060,20170.0,155.8
2060,20180.0,154.7
2060,20190.0,163.1
2060,20200.0,188.7
2060,20210.0,188.1
2060,20220.0,42.0
2060,20230.0,42.0
2060,20240.0,42.0
2060,20250.0,12.6
13844,19720.0,0.0
13844,19730.0,332.1
13844,19740.0,284.0
13844,19750.0,395.3
13844,19760.0,614.0
13844,19770.0,391.8
13844,19780.0,505.3
13844,19790.0,419.0
13844,19800.0,494.8
13844,19810.0,487.4
13844,19820.0,716.8
13844,19830.0,744.4
13844,19840.0,0.0
13844,19850.0,257.7
13844,19860.0,467.2
13844,19870.0,500.1
13844,19880.0,526.8
13844,19890.0,700.7
13844,19900.0,718.7
13844,19910.0,943.7
13844,19920.0,790.5
13844,19930.0,622.2
13844,19940.0,530.2
13844,19950.0,520.1
13844,19960.0,653.6
13844,19970.0,630.3
13844,19980.0,681.7
13844,19990.0,384.1
13844,20000.0,361.5
13844,20010.0,576.2
13844,20020.0,610.5
13844,20030.0,416.2
13844,20040.0,0.0
13844,20050.0,0.0
13844,20060.0,99.6
13844,20070.0,513.7
13844,20080.0,559.8
13844,20090.0,459.94219000000004
13844,20100.0,276.42189999999994
13844,20110.0,276.42189999999994
13844,20120.0,276.42189999999994
13844,20130.0,320.01563999999996
13844,20140.0,484.20158000000004
13844,20150.0,527.65469
13844,20160.0,270.3
13844,20170.0,436.1
13844,20180.0,484.81875
13844,20190.0,553.35158
13844,20200.0,444.13282
13844,20210.0,470.94220000000007
13844,20220.0,460.4219
13844,20230.0,460.4219
13844,20240.0,460.4219
13844,20250.0,138.12657
13912,18200.0,0.0
13912,18210.0,0.0
13912,18220.0,0.0
13912,18230.0,0.0
13912,18240.0,0.0
13912,18250.0,0.0
13912,18260.0,0.0
13912,18270.0,0.0
13912,18280.0,0.0
13912,18290.0,0.0
13912,18300.0,0.0
13912,18310.0,0.0
13912,18320.0,0.0
13912,18330.0,0.0
13912,18340.0,0.0
13912,18350.0,0.0
13912,18360.0,0.0
13912,18370.0,0.0
13912,18380.0,0.0
13912,18390.0,0.0
13912,18400.0,0.0
13912,18410.0,0.0
13912,18420.0,0.0
13912,18430.0,0.0
13912,18440.0,0.0
13912,18450.0,0.0
13912,18460.0,0.0
13912,18470.0,0.0
13912,18480.0,0.0
13912,18490.0,0.0
13912,18500.0,0.0
13912,18510.0,0.0
13912,18520.0,0.0
13912,18530.0,0.0
13912,18540.0,0.0
13912,18550.0,0.0
13912,18560.0,0.0
13912,18570.0,0.0
13912,18580.0,0.0
13912,18590.0,0.0
13912,18600.0,0.0
13912,18610.0,0.0
13912,18620.0,0.0
13912,18630.0,0.0
