ID,UICNumber,APINumber,PermittedIntervalTopFt,PermittedIntervalBottomFt,PermittedMaxLiquidBPD,StartDate,SurfaceHoleLatitude,SurfaceHoleLongitude,CompletedWellDepthClassification,WellName
96532,118229,31742064,12500,14800,50000,4/17/2019,32.35923007,-102.128333,Deep,CAPRI SWD 1
96725,114289,31741196,10650,13500,40000,9/19/2016,32.4589536,-101.6938415,Deep,ATLANTIC SWD 1
96809,118483,22740024,7900,10600,45000,5/22/2019,32.4827334,-101.445976,Deep,OUTLAW 1SW
96825,107833,47536433,5000,6650,20000,7/1/2013,31.61090306,-103.3962531,Deep,ROCA UNIT 7 1D
96950,115301,22739144,10300,12000,25000,6/5/2017,32.363297,-101.521583,Deep,87 FAIRVIEW SWD 2
116767,117311,21937448,8000,12500,15000,11/29/2018,33.4747793,-102.4919321,Deep,WEST SUNDOWN UNIT 246D
117035,117356,32933809,4390,6160,15000,12/2/2018,31.8826266,-102.1193041,Deep,SCHARBAUER JR 12SW
117117,117559,32930970,4500,5530,30000,1/6/2019,31.8337374,-101.9987689,Deep,"BRADFORD, A. A. NCT-2 1"
117285,112276,30130197,5000,8600,25000,3/26/2015,31.65140549,-103.4210894,Deep,KEITH CAMP SWD 1
117820,117701,21937457,8000,12500,15000,1/27/2019,33.4938995,-102.4928458,Deep,CHALK HILLS DISPOSAL 505
118274,118823,15133124,7000,7298,24500,7/7/2019,32.7709831,-100.6473206,Deep,EMILY SWD 1D
119025,74865,31730471,4050,5160,1000,5/9/1975,32.2038173,-101.8466972,Deep,"GRISHAM, J. R. & GREEMAN, J. M. 2"
119624,118816,31742099,12000,14500,30000,7/3/2019,32.49027257,-102.1392784,Deep,BIG SIPPER 1D
120227,114611,31740569,13402,15000,10000,11/28/2016,32.189971,-102.187559,Deep,MABEE SWD 3
120561,120326,31742672,10600,11950,50000,1/10/2020,32.32257294,-101.7191998,Deep,WILKINSON RANCH 35 5D
120794,119931,10933539,14841,15930,100000,12/16/2019,31.974366,-104.06308,Deep,HAY LANDON 9 SWD 1
104730,116382,31741297,11000,14000,40000,6/11/2018,32.3740519,-101.9743567,Deep,HECKER 2D
104741,116421,22739562,9700,11500,10000,6/27/2018,32.14871889,-101.4718373,Deep,TUBB SWD 1D
105384,115644,32941758,11100,13418,30000,9/20/2017,31.8593,-102.0629056,Deep,MORELAND 4 3W
105600,108965,23535712,8850,9900,7000,12/18/2013,31.10203594,-101.2223916,Deep,UNIVERSITY UNIT '5-20-21' 1SW
106350,114255,32941191,12250,14900,24000,9/6/2016,31.9446449,-102.2517506,Deep,DJK 48 SWD 1
106379,101792,31731523,4100,5545,25000,5/27/2010,32.37820084,-101.9678545,Deep,HECKER SWD 2451SW
106409,101953,31734301,4250,4588,12000,7/21/2010,32.09111653,-101.9404676,Deep,"DICKENSON 20"" SWD"" 3WD"
106704,96680,32931079,4580,5600,15000,8/3/2006,31.82993183,-102.0152232,Deep,"MIDLAND AF"" FEE"" 1"
107361,119232,41534743,3300,4000,15000,9/23/2019,32.74818412,-100.7219398,Deep,TAYLOR 1WD
107488,105146,30131671,4950,6055,20000,5/14/2012,31.8116345,-103.5592209,Deep,DIMMIT 28 1D
107906,117157,10933316,11916,13100,90000,10/30/2018,31.915112,-104.302785,Deep,DR A BRIGHTON 31 SWD 1
108122,111042,38333034,5596,6063,20000,10/20/2014,31.33984084,-101.4486661,Deep,COATES 12
108342,116093,10933166,14500,16500,100000,3/5/2018,31.94728703,-104.1043423,Deep,HAY BRANDON 19 SWD 1
121296,101020,15132086,4340,4520,1500,8/17/2009,32.71965834,-100.58415,Deep,"CAVE, DALE 2"
121298,115019,22739120,10400,11400,35000,3/20/2017,32.29065,-101.533019,Deep,LONG SWD 1
121330,124516,1335840,5850,6800,10000,12/17/2020,28.801481,-98.153422,Deep,ATASCOSA SWD 3
122033,111129,13543189,12800,14500,24000,11/1/2014,31.97545555,-102.3580457,Deep,RATLIFF A 3004SW
123836,124923,22741433,7800,13000,35000,10/15/2021,32.43268,-101.338715,Deep,STURM SWD 1
123972,125086,10933797,2281,4614,40000,1/31/2022,31.905934,-104.137583,Deep,VAGRANT 38 SWD 6
124106,125181,10933819,,,30000,4/4/2022,31.945514,-104.1148325,Deep,TIM TAM 24 SWD 16
99649,114861,32941621,11978,13036,30000,2/1/2017,31.88530575,-101.8499098,Deep,TEX HARVEY 15 SWD 1
99951,104206,13541347,4800,15000,30000,11/2/2011,32.04968729,-102.3345479,Deep,"FEE BL"" SWD"" 1"
100880,99117,31732701,4010,4780,6000,8/4/2008,32.318471,-101.77203,Deep,THEODORE WELLS SWD 1
102309,119444,22740294,10400,11740,25000,11/1/2019,32.15274,-101.670908,Deep,FAUDREE 1D
103109,115451,22739105,10250,11500,25000,8/2/2017,32.31405217,-101.6050606,Deep,OVATION GUITAR SWD 2
103268,115616,22739299,8150,11500,30000,9/13/2017,32.48434778,-101.5382147,Deep,GRACELAND SWD 1
108501,109201,32939064,8500,13600,30000,1/27/2014,31.95821611,-102.1696131,Deep,SPANISH TRAIL 200SW
108815,120669,10933537,3050,6000,30000,1/27/2020,31.644362,-104.0966118,Deep,JAVELINA SWD 1
109283,116169,22739442,8450,11436,20000,3/28/2018,32.485752,-101.582871,Deep,MIDDLETON 2 2D
109317,116209,22739276,10100,11500,30000,4/16/2018,32.2995556,-101.4938889,Deep,BADGER SWD 1
109571,107930,32931214,5850,14500,30000,7/24/2013,32.01604783,-102.2144834,Deep,"FEE AA"""" 1"
109771,114862,32930805,4576,5809,20000,2/1/2017,31.85495382,-101.9935537,Deep,MIDLAND -AB- FEE 1
109794,114946,10933026,15000,16500,50000,2/23/2017,31.86462427,-104.0764656,Deep,HAY ZOELLE 9 SWD 1
110030,111641,10932782,13810,14800,50000,12/30/2014,31.81591015,-104.1945797,Deep,ELWOOD 29 FEE SWD 1
111025,97873,31733575,4500,6854,10000,8/10/2007,32.36762062,-101.8363664,Deep,BROWN SWD 1
111198,115895,38936668,4130,6200,20000,1/4/2018,31.69658333,-103.6431333,Deep,ARPENT 21602 SWD #2 2
124438,125513,32933902,,,20000,10/3/2022,31.744364,-101.935863,Deep,MIDLAND 'AR' FEE 16
124439,125514,32933899,,,20000,10/3/2022,31.741905,-101.931021,Deep,MIDLAND 'AR' FEE 13
124906,125970,38940416,,,20000,6/15/2023,31.80195528,-103.8608415,Deep,CARDINAL 56-T2-33 SWD 739
125007,126073,3332638,,,20000,7/31/2023,32.52644,-101.275081,Deep,SHAFER SWD 1
125192,126262,10934157,,,40000,11/15/2023,31.85337742,-104.1171957,Deep,CLYDE VAN DUSEN 12 SWD 2
125242,126312,10934096,,,40000,12/13/2023,31.940434,-104.18657,Deep,BUCHANAN 20 SWD 1
125476,126547,15133237,,,20000,4/16/2024,32.7422676,-100.2125614,Deep,RED RIVER 1WD
112109,116353,38936799,14750,17600,80000,6/1/2018,31.9884804,-104.0196344,Deep,HWY 285 SWD 3
112395,115277,31740804,10200,14000,40000,6/1/2017,32.35661539,-101.7617355,Deep,WILBANKS 16 6D
112988,112375,31736826,4200,5600,20000,4/21/2015,32.36191259,-102.0132262,Deep,JONES-HOLTON SWD 25D
113088,115809,3332432,8000,12500,25000,11/28/2017,32.54079203,-101.5436273,Deep,DRAGON 1D
113097,106088,38932764,4098,7041,20000,11/30/2012,31.76512943,-103.9579965,Deep,FORTUNE 57-3 1
114115,111251,335552,4650,8500,20000,11/12/2014,32.133533,-102.261864,Deep,"FEE BM"""" 2SW"
115133,114801,22739119,9730,10800,35000,1/12/2017,32.3098841,-101.4182891,Deep,N. MIDWAY SWD 1
115135,114807,22739098,7879,13000,35000,1/17/2017,32.463471,-101.410854,Deep,846 SWD 2
115278,51371,21931844,11700,12500,12000,3/30/1984,33.39448551,-102.4658624,Deep,"FRAZIER, W. G. 95"
115592,121032,31742527,10573,11553,80000,2/12/2020,32.295713,-101.734142,Deep,JAKE THE SNAKE SWD 1
116353,116271,22739488,10300,13000,20000,5/4/2018,32.209659,-101.617028,Deep,WHISTLING DUCK 1D
117475,119465,10933588,11520,12800,100000,11/1/2019,31.8650448,-104.3712496,Deep,TR UE BLUE SWD 1
117584,117949,31742432,11350,12200,30000,3/12/2019,32.166635,-101.725256,Deep,SALT LAKE SWD 1
117877,124519,3332542,9850,11500,20000,12/21/2020,32.6065092,-101.583212,Deep,BRAHMA SWD 1
118325,118230,31742062,12200,14800,50000,4/17/2019,32.40535693,-102.1033835,Deep,CORSICA SWD 1
119322,116360,32942355,11100,13050,40000,6/4/2018,32.0456241,-101.8871822,Deep,"EPLEY, L.B. 18D"
119388,116514,47537674,6500,8200,30000,7/20/2018,31.435014,-103.307794,Deep,SECTION 57 20D
119981,119482,10933517,3200,6150,30000,11/5/2019,31.62678541,-104.0636457,Deep,RINGTAIL SWD 1
120013,114509,10932828,3300,5760,30000,11/9/2016,31.71469523,-104.0869348,Deep,HSS STATE 45-18X7 1H
120058,117700,22739671,10500,11500,80000,1/26/2019,32.3629884,-101.6146309,Deep,ANDRE THE GIANT SWD 1
104288,115338,31740775,11618,13021,50000,6/21/2017,32.3796806,-101.935175,Deep,HECKER SWD RT D2
104765,116559,31741389,12500,13884,24000,7/31/2018,32.1402796,-102.158452,Deep,JOHNSON RANCH 16SW
104808,116842,31741474,10250,12587,30000,10/2/2018,32.367913,-101.724712,Deep,TENNISON 46 2D
106585,116597,32934484,11550,11966,10000,8/8/2018,31.739853,-102.212014,Deep,"SANDERS, JUNE T. 6H"
106635,91210,31732854,4150,4660,30000,8/1/2001,32.1738928,-101.9259943,Deep,YATER SWD 2W
106712,96752,18930369,6700,8000,15000,8/23/2006,33.83759612,-102.0193081,Deep,J. A. LEE 1D
106844,110642,10336422,4650,7000,25000,8/7/2014,31.63795134,-102.3310186,Deep,CRANE SWD 1
106912,112743,10932853,14550,16700,50000,8/14/2015,31.97327644,-104.0967259,Deep,HH SE 7 SWD 1
107278,115890,13538972,5760,6100,20000,1/3/2018,31.9259708,-102.4494701,Deep,JOHNSON J. L. 'O' 12WD
108123,111050,346648,12000,15000,30000,10/20/2014,32.26008335,-102.2529001,Deep,MABEE 240F 35SW
120138,117943,31741765,11129,12480,25000,3/12/2019,32.2646278,-101.7916109,Deep,DAGGER LAKE SWD 08SD
120265,124638,15133086,6739,7180,20000,4/9/2021,32.79955875,-100.5781126,Deep,DON GRUBEN 58 SWD 1
120815,122084,22740609,10440,11955,38880,3/31/2020,32.36737127,-101.6361813,Deep,COTTONMOUTH 1D
121394,118961,31742165,12000,14500,30000,7/26/2019,32.48620351,-102.1880377,Deep,BIG GULP 1D
121401,115201,22739085,10900,13000,30000,5/16/2017,32.5111514,-101.6479508,Deep,MASSINGILL 20 SWD 1D
123105,102459,17333076,3340,3950,14000,2/8/2011,31.72647387,-101.537,Deep,DANIEL 4
123484,105208,13538803,4850,6000,15000,5/29/2012,31.97111136,-102.4151279,Deep,CUDA DISPOSAL 1
123818,124850,38939632,3050,6400,20000,9/1/2021,31.73654,-103.944768,Deep,CAUSEWAY SWD 1
84937,113110,38935373,5000,6100,35000,11/9/2015,31.935656,-103.988253,Deep,ORLA NORTH SWD 1
86025,91318,32931000,4446,5655,15000,8/24/2001,31.770335,-102.025522,Deep,"BARROW 26"" SWD"" 1"
86411,83175,32931571,4092,4525,20000,6/30/1995,32.0465843,-101.8870841,Deep,"EPLEY, L. B. SWD 8D"
86625,117290,31741639,10600,13000,25000,11/28/2018,32.336572,-101.697763,Deep,WILKINSON RANCH 375
86676,117418,31741652,11050,12300,30000,12/15/2018,32.1421663,-101.7785941,Deep,MARIENFELD 13 1D
86743,113795,16500675,8000,12500,45000,5/26/2016,32.7645759,-102.8272228,Deep,WEST SEMINOLE SA UNIT 2WD
92294,119159,31742186,4460,5620,24999,9/13/2019,32.119763,-102.167818,Deep,KIRBY 1D
95619,117380,32938424,4600,5730,15000,11/8/2018,31.9131318,-102.1831261,Deep,SOA SCHARBAUER SE 2109M
95620,117381,32901861,4715,5760,15000,11/8/2018,31.9203188,-102.1536697,Deep,"SCHARBAUER, C. -D- 4"
124107,125182,10933820,,,30000,4/4/2022,31.947242,-104.128579,Deep,BARBARO 23 SWD 10
124118,125193,348219,,,20000,4/13/2022,32.128181,-102.304063,Deep,FEE 'BP' SWD 1
124416,125491,3332602,,,30000,9/16/2022,32.646897,-101.435439,Deep,DARKHORSE SWD 1
124418,125493,10933860,,,30000,9/20/2022,31.90383216,-104.0836051,Deep,HAY MARTIN DMG SWD 6
124452,125527,32933897,,,20000,10/7/2022,31.735781,-101.942626,Deep,MIDLAND 'AR' FEE 11
108334,104203,16537497,11500,13200,90000,10/24/2011,32.76826525,-102.6825698,Deep,SEMINOLE SAN ANDRES UNIT SWDD 4
110247,115339,31740776,12700,14200,40000,6/21/2017,32.3930105,-102.1732963,Deep,UNIVERSITY 7-27 SWD D2
110311,110589,10932704,12425,14500,25000,7/29/2014,31.94212818,-104.2873983,Deep,DR STATE EAST 20SW
110420,108807,31739040,11900,14900,30000,12/2/2013,32.1981541,-102.1925617,Deep,MABEE SOUTH SWD 2
110938,102939,330205,4588,5300,4000,12/14/2010,32.203887,-102.229283,Deep,MABEE UNIT 279W
111999,114152,22739387,7825,13000,35000,7/27/2016,32.4586282,-101.4255416,Deep,846 SWD 1
112074,116428,347807,12530,14180,30000,6/28/2018,32.4389595,-102.243603,Deep,QUEEN BEE SWD 1
112328,115114,31740809,11600,13500,20000,4/19/2017,32.3356715,-101.8914511,Deep,BROWN SWD 1
112862,110971,13543153,4320,5440,10000,10/8/2014,32.04637021,-102.7986051,Deep,COLE 1WD
113623,115427,22739585,9700,11250,35000,7/25/2017,32.29588898,-101.469182,Deep,SCREAMIN' EAGLE SWD 1
124902,125966,38940368,,,20000,6/13/2023,31.780579,-103.927552,Deep,BISHOP 57-T2-47 SWD 726
124913,125977,38940414,,,20000,6/15/2023,31.79976025,-103.8682748,Deep,CARDINAL 56-T2-33 SWD 738
97038,108636,17332542,11458,12496,50000,11/12/2013,31.9583437,-101.7507872,Deep,MIDLAND NATIONAL BANK '39' SWD 1
97690,10702,10310645,3038,4220,3000,1/14/1974,31.46724756,-102.4258632,Deep,BLOCK 31 UNIT 101D
97940,12239,13506723,5000,5700,15000,11/27/1978,31.85258993,-102.2920723,Deep,"PARKS, ROY -B- TG 19D"
98560,113054,10932895,14315,15315,90000,10/20/2015,31.95845233,-104.1270828,Deep,ASSAULT 14 FEE SWD 9
98658,118888,15133125,6920,7500,20000,7/10/2019,32.72846152,-100.5943327,Deep,TUTT SWD 1
99595,118962,41530262,3050,3770,20000,7/26/2019,32.669356,-100.689068,Deep,GLASS 1WD
101901,107518,30131892,7000,8000,20000,5/15/2013,31.72246763,-103.6011869,Deep,MENTONE SWD 2D
102803,115449,31741662,11180,13200,25000,8/2/2017,32.320521,-101.82956,Deep,3601 SWD 1
103557,94415,38331272,3300,4110,1000,8/12/2004,31.39139922,-101.6908453,Deep,"HAM B"""" 2D"
103706,104753,47535935,4600,7500,20000,3/1/2012,31.61411465,-103.4274856,Deep,MCGINLEY 1D
113680,115771,22739281,10000,12200,30000,11/14/2017,32.23298993,-101.6840797,Deep,HUGHES 1D
116229,115952,22739572,10400,12000,40000,1/23/2018,32.404237,-101.631437,Deep,BLAGRAVE SWD 19 1
116454,116469,32942144,12055,14000,30000,7/12/2018,31.996664,-102.027305,Deep,RANCHLAND 5 2D
116774,122913,31743017,10642,11860,50000,5/19/2020,32.304956,-101.703859,Deep,BEAVER SWD 1D
117367,123924,31743455,10500,12000,24500,7/29/2020,32.35074165,-101.7142962,Deep,HUGHES 44 SWD 1
117456,119372,47538536,7105,8305,20000,10/16/2019,31.431788,-103.292128,Deep,ARCO STATE 29D
119221,112479,32940316,13400,14500,20000,6/1/2015,31.959118,-102.198487,Deep,HMW 1
119314,103009,342169,4800,15000,30000,2/10/2011,32.1364463,-102.2683493,Deep,"FEE BM"""" 1"
120139,117944,348054,12700,15500,60000,3/8/2019,32.253424,-102.261496,Deep,MABEE 12 SWD 1
120416,119908,31742755,10500,13000,30000,12/10/2019,32.4038408,-101.7392364,Deep,GORGON 1
125043,126110,336555,,,15000,8/17/2023,32.219117,-102.253144,Deep,MABEE 38 SWD 1
125077,126144,41535373,,,10000,9/15/2023,32.840159,-100.705168,Deep,DRIPPING SPRINGS 1D
104628,115844,22739417,10265,11113,50000,12/13/2017,32.3310983,-101.5367852,Deep,NEWTON 10 SWD 1
104862,117352,22739690,10500,13000,25000,12/2/2018,32.345763,-101.674793,Deep,FREE BURGER 2D
104875,117514,32942715,4475,6912,30000,1/1/2019,32.0572043,-102.1228076,Deep,DIAMOND RIO 9 1D
104995,118362,22735640,10100,10500,30000,5/3/2019,32.4361184,-101.4921689,Deep,IDEN 1
105179,84950,31733985,3607,6700,10000,7/18/1996,32.42103398,-101.6982244,Deep,ARROWHEAD 3 1
105427,115842,10933170,3100,5900,20000,12/12/2017,31.720471,-104.059582,Deep,SALT MINE SWD 1
106131,121022,15133139,7158,7556,20000,2/11/2020,32.70170415,-100.6229932,Deep,MASON 85 1D
106198,121178,41535527,4650,7000,24500,2/14/2020,32.57599227,-100.7526758,Deep,THUNDER VALLEY 236 UNIT 2D
106549,116313,31741240,12005,13277,50000,5/21/2018,32.3574908,-101.9817299,Deep,POE SWD D2
106564,118451,32943466,12000,14300,50000,5/20/2019,31.798422,-101.97765,Deep,BIG GULP SWD 1
106649,116096,47538334,6500,8200,30000,3/6/2018,31.44260098,-103.2748775,Deep,ARCO 33-28 21D
106699,116122,22739437,10477,11289,50000,3/9/2018,32.31884,-101.58584,Deep,HYDRA SWD 1
106766,100881,41503896,6200,8400,13000,7/8/2009,32.94481096,-100.9024422,Deep,COGDELL CANYON REEF UNIT 6025
107098,119003,31742100,12250,14500,30000,8/7/2019,32.477547,-102.156861,Deep,HERDING CATS 1D
109155,111185,31739364,12800,15500,30000,11/4/2014,32.24983278,-102.1748237,Deep,MABEE 239 1SW
111009,104542,16931999,1755,5650,24500,1/25/2012,33.058934,-101.167515,Deep,KLINE 3
111295,117123,22740013,10250,13000,50000,10/24/2018,32.26872204,-101.6660044,Deep,AXIS SWD 1
112063,120920,32945398,11669,14000,50000,2/5/2020,32.0299702,-102.0406324,Deep,ELKINS ATRELLE SWD 1
112131,116511,41500013,7210,7500,20000,7/20/2018,32.748563,-100.667323,Deep,B.L. GARRISON 1
112132,116512,10933296,14793,17000,90000,7/20/2018,31.902505,-104.080942,Deep,HAY MARTIN 41 SWD 1
113066,106023,32937435,3990,4260,35000,11/28/2012,31.919869,-101.821688,Deep,"POWELL, R.V. ETAL 18"
121868,110036,31738537,4400,5200,10000,5/14/2014,32.16667988,-102.1034501,Deep,"GLASS, G.W. B"""" 19"
122002,110792,38339443,11200,12700,25000,9/5/2014,31.487953,-101.6015981,Deep,REAGAN 333 SWD 1
123147,102741,342160,11200,13280,20000,4/14/2011,32.25721649,-102.2652813,Deep,MABEE 240 4001
123810,124792,10933663,2650,5900,20000,7/22/2021,31.75354988,-104.1378334,Deep,I TAKE IT ALL C SWD 2
123849,124791,10933662,2650,5900,20000,7/22/2021,31.75367483,-104.149581,Deep,I TAKE IT ALL C SWD 1
123885,124970,22741307,9248,10000,20000,11/19/2021,32.374405,-101.338078,Deep,BUCHANAN 3111 1XD
123960,125045,348480,11000,16000,10000,1/7/2022,32.2082,-102.3608,Deep,FEE 'CI' SWD 1
124458,125533,10932658,,,20000,10/10/2022,31.93942784,-104.2767465,Deep,DR STATE WISE UNIT 1 SWD 2803H
124692,125767,22741843,,,30000,2/21/2023,32.509074,-101.438621,Deep,OUTLAW N 2SW
124728,125803,33536013,,,0,3/10/2023,32.423,-101.170059,Deep,MONGOOSE AGI 1
124828,125889,30133894,,,20000,5/10/2023,31.99287172,-103.4221275,Deep,AERMOTOR SWD 2
124903,125967,38940369,,,20000,6/14/2023,31.771603,-103.927015,Deep,BISHOP 57-T2-47 SWD 727
124912,125976,38940443,,,30000,6/15/2023,31.799179,-103.936343,Deep,BISHOP 57-T2-35 SWD 729B
115623,115943,31741393,10600,12000,40000,1/22/2018,32.42519868,-101.731638,Deep,BLAGRAVE SWD 5 1
115892,117930,32332791,4835,5120,20000,3/11/2019,28.468239,-100.290118,Deep,GARY B 3H
116476,113737,22738743,10150,13000,30000,4/22/2016,32.23989449,-101.6094022,Deep,RUSSELL SWD 1S
116526,116343,31741348,11410,13153,30000,5/30/2018,32.19086183,-101.9465695,Deep,SALE RANCH 27 1DD
117360,108115,10932532,13900,15000,50000,9/17/2013,31.95741941,-104.1684945,Deep,MIDDLEGROUND 16 FEE  SWD 3
117577,117855,22739875,10600,12000,30000,3/4/2019,32.44106046,-101.6748639,Deep,DIAMONDBACK-SMITH 2D
118816,122137,41535518,7130,7520,20000,4/3/2020,32.71440898,-100.6906361,Deep,STEAKHOUSE 1WD
119332,116373,22739550,10450,11580,40000,6/7/2018,32.4445805,-101.6447666,Deep,ROBINSON 6 1D
119700,103236,10932395,13900,15150,50000,6/3/2011,31.90386751,-104.1944243,Deep,SPEND A BUCK 41 FEE 1
125005,126071,22742151,,,20000,7/31/2023,32.446351,-101.225636,Deep,COLE SWD 1H
120184,114496,32941199,13490,15000,30000,11/8/2016,31.97349817,-102.1961241,Deep,HMW 2
120419,119940,31735205,4100,5200,25000,12/11/2019,32.24500514,-102.0845018,Deep,"SCHARBAUER B"""" 17R"
121288,124499,15133088,6780,7130,20000,12/8/2020,32.83498037,-100.5531279,Deep,DJ 130 1WD
122610,124651,31743409,12275,13900,20000,3/26/2021,32.421598,-102.119824,Deep,BREEDLOVE URSA 2D
123646,124848,38939633,3075,6500,20000,9/1/2021,31.738732,-103.931074,Deep,CREOLE SWD 1
123710,124864,32945396,11100,13250,20000,9/13/2021,31.965845,-101.8847856,Deep,MIGHTY MO SWD 1
123828,124906,22741332,9450,10350,20000,10/12/2021,32.360803,-101.365115,Deep,FRYAR 3S 2XD
123879,124948,10933771,2220,5310,40000,11/4/2021,31.9009427,-104.1493749,Deep,NEEDLES 39 SWD 3
124028,125089,340028,10900,13800,20000,2/1/2022,32.37322326,-102.2837758,Deep,"FEE AO"""" 1"
124147,125222,22741788,,,30000,5/5/2022,32.4726408,-101.3263136,Deep,GRIFFIN SWD 1H
124431,125506,10933844,,,35200,9/27/2022,31.847907,-104.093604,Deep,HAY EVELYNN DMG SWD 2
124732,125281,22742166,9100,10100,30000,6/2/2022,32.421754,-101.312384,Deep,EAST 350 SWD 1
124747,126314,38341268,,,20000,12/15/2023,31.234551,-101.337584,Deep,FOX D 170-144 LB 4H
124914,125978,38940373,,,20000,6/15/2023,31.788112,-103.926499,Deep,BISHOP 57-T2-38 SWD 725
124915,125979,38940372,,,20000,6/15/2023,31.78984728,-103.938028,Deep,BISHOP 57-T2-38 SWD 724
125031,126098,10934097,,,40000,8/8/2023,31.940362,-104.168836,Deep,BUCHANAN 21 SWD 2
82979,119225,31742496,10500,13000,10000,9/23/2019,32.12037585,-102.0062984,Shallow,BALL PEIN 1D
120144,124561,32946646,12380,14300,30000,1/27/2021,31.918143,-101.978079,Shallow,DOVE ACRES SWD 1
122603,124500,22700000,9570,10930,30000,12/8/2020,32.4409191,-101.3922651,,IDEN 24 SWD 1
123675,124949,22741186,10240,11350,10000,11/4/2021,32.24994274,-101.6081097,Shallow,AVAMPATO 1D
104057,122851,31745138,11500,14000,20000,5/15/2020,32.19197329,-101.9040648,Shallow,SAGUARO SWD 1
110728,119129,31700000,12000,12400,30000,9/6/2019,32.11596543,-101.8708795,,STANTON W. SWD 1
116426,124532,31743097,10550,12300,80000,1/8/2021,32.42745011,-101.7070723,,CANEBRAKE 1D
118580,120014,31745072,12800,15000,24950,12/18/2019,32.4016792,-101.9532035,Shallow,GUS MCCREA SWD 2
124733,12607,3332638,7300,8100,20000,7/31/2023,32.52644,-101.275081,,SHAFER SWD 1
