ID,UICNumber,APINumber,PermittedIntervalTopFt,PermittedIntervalBottomFt,PermittedMaxLiquidBPD,StartDate,SurfaceHoleLatitude,SurfaceHoleLongitude,CompletedWellDepthClassification,WellName,Distances,DXs,DYs,DDRatio,YearsInjecting,EncompassingDay,EncompassingDiffusivity,EventID,TotalBBL,Selection,MMBBL,YearsInjectingToEarthquake
104057,122851,31745138,11500.0,14000.0,20000,5/15/2020,32.19197329,-101.9040648,Shallow,SAGUARO SWD 1,10.719514534490443,9.307525475475988,-5.317703674499765,0.5732272675025412,4.199863107460644,-18901.0,0.06899240255033541,texnet2024oqfb,4854405.0,Must Include,4.854405,-4.199863107460644
110728,119129,31700000,12000.0,12400.0,30000,9/6/2019,32.11596543,-101.8708795,,STANTON W. SWD 1,6.935376518029863,6.185543768172487,3.1366379174385624,0.34371122815577976,4.889801505817933,-18355.0,0.024804759825499238,texnet2024oqfb,0.0,0bbl Disposal,0.0,-4.889801505817933
681,22893,41503968,6200.0,8400.0,13000,11/3/1969,32.89796551,-100.920984,Deep,COGDELL CANYON REEF UNIT 6114,117.92862285890027,-82.92996673584165,-83.84510056649341,1.7469369594698447,54.729637234770706,-36441.0,0.6407698272162167,texnet2024oqfb,0.0,0bbl Disposal,0.0,-54.729637234770706
18150,13925,16500751,5300.0,7296.0,3000,10/2/1973,32.52577346,-102.3647968,Deep,BUTLER 4,67.5830183692644,52.5909071961432,-42.44624091561189,1.0389659198295809,50.81724845995893,-21405.0,0.22664711283068406,texnet2024oqfb,0.0,0bbl Disposal,0.0,-50.81724845995893
33242,51746,332062,8900.0,11400.0,5000,5/10/1984,32.15495928,-102.8934462,Deep,RATLIFF & BEDFORD 35D,102.49008133160594,102.48304883828214,-1.2006415150405698,1.7711890111660598,40.2135523613963,-41743.0,0.658684441345498,texnet2024oqfb,0.0,0bbl Disposal,0.0,-40.2135523613963
10267,22894,41503969,6200.0,8400.0,13000,11/3/1969,32.92736477,-100.9155289,Deep,COGDELL CANYON REEF UNIT 6115,120.61937398217225,-83.42793481900593,-87.11517535336664,1.7867964310046136,54.729637234770706,-36441.0,0.6703440202775846,texnet2024oqfb,0.0,0bbl Disposal,0.0,-54.729637234770706
10269,22897,41503975,5000.0,8400.0,13000,11/12/1969,32.9011493,-100.9160496,Deep,COGDELL CANYON REEF UNIT 6120,118.5048140501216,-83.39127444987871,-84.19923299723195,1.7558676864191929,54.704996577686515,-36450.0,0.6473380869089904,texnet2024oqfb,0.0,0bbl Disposal,0.0,-54.704996577686515
24291,46611,11531471,4650.0,4982.0,5000,11/9/1981,32.8523052,-102.0257832,Deep,"WELCH, SE (SPRABERRY) UNIT 107W",81.4388785531402,20.69229652723453,-78.76631189998238,1.365588873031185,42.71321013004791,-33423.0,0.39155026829487793,texnet2024oqfb,0.0,0bbl Disposal,0.0,-42.71321013004791
30087,45662,16530079,5100.0,6150.0,10000,12/17/1982,32.53763907,-102.5710347,Deep,"NORMAN A"""" 6D",84.23137136136118,71.96875407781351,-43.766050737078146,1.4310178618042968,41.609856262833674,-35855.0,0.42996954588102815,texnet2024oqfb,0.0,0bbl Disposal,0.0,-41.609856262833674
61291,85693,31732916,4950.0,6295.0,8000,1/17/1997,32.45348352,-102.2043724,Deep,M.A.K SWD 4402,50.913120194606236,37.52890652902565,-34.40544294523366,1.0635215035777115,27.523613963039015,-21248.0,0.2374871621092495,texnet2024oqfb,0.0,0bbl Disposal,0.0,-27.523613963039015
939,9588,38310328,3150.0,4000.0,6000,3/30/1970,31.568703,-101.540477,Deep,"CAUBLE, E.G.-A- 1",68.7213991086288,-25.010957395523953,64.00854673916406,1.0217690178339287,54.327173169062284,-20804.0,0.21920630758688825,texnet2024oqfb,0.0,0bbl Disposal,0.0,-54.327173169062284
3377,22054,30130034,5342.0,6492.0,10000,4/2/1980,31.70462556,-103.560284,Deep,MENTONE SWD 1D,172.74914459615553,165.68746410939187,48.88990305822388,2.843787398612135,44.31759069130732,-40244.0,1.6980162334292022,texnet2024oqfb,0.0,0bbl Disposal,0.0,-44.31759069130732
14452,22795,26300433,4700.0,7200.0,13000,3/8/1972,32.99169654,-100.8616751,Deep,COGDELL CANYON REEF UNIT 1045,129.26483397359675,-88.4462163080284,-94.27078740183177,1.9572302129065944,52.38603696098563,-37297.0,0.8043247067752846,texnet2024oqfb,0.0,0bbl Disposal,0.0,-52.38603696098563
37471,55987,50132868,11562.0,12500.0,40000,4/22/1985,33.02735303,-102.8319258,Deep,WILLARD UNIT 1WD,137.51049888580647,96.22404116242232,-98.23685283808503,2.4049748717567563,39.26351813826147,-42090.0,1.2144193349369836,texnet2024oqfb,0.0,0bbl Disposal,0.0,-39.26351813826147
41490,56953,16533268,11935.0,13096.0,90000,7/8/1985,32.78314596,-102.7280376,Deep,SEMINOLE SAN ANDRES UNIT 1,112.03472280433049,86.60528020866333,-71.07374116849621,1.9647006196927812,39.05270362765229,-42167.0,0.8104763589011923,texnet2024oqfb,0.0,0bbl Disposal,0.0,-39.05270362765229
47458,22831,41503904,4500.0,8400.0,13000,5/3/1968,32.92311917,-100.920706,Deep,COGDELL CANYON REEF UNIT 6036,119.94390941893045,-82.94442739311296,-86.64293797340731,1.7528831076599782,56.23271731690623,-35892.0,0.6451392999384166,texnet2024oqfb,0.0,0bbl Disposal,0.0,-56.23271731690623
47531,22924,41504027,6200.0,8400.0,13000,10/5/1955,32.91215225,-100.8941159,Deep,COGDELL CANYON REEF UNIT 6173,120.81964637816117,-85.44311236225656,-85.42308929076523,1.596172403355887,68.8104038329911,-31298.0,0.5349425983093679,texnet2024oqfb,0.0,0bbl Disposal,0.0,-68.8104038329911
11982,22913,41504013,5000.0,8400.0,13000,11/12/1969,32.91222404,-100.8981498,Deep,COGDELL CANYON REEF UNIT 6158,120.5580546117223,-85.06477901563149,-85.43107448049297,1.7862902374645455,54.704996577686515,-36450.0,0.6699642615740841,texnet2024oqfb,0.0,0bbl Disposal,0.0,-54.704996577686515
16192,9586,38320709,2700.0,3520.0,10000,1/12/1968,31.50750621,-101.4778015,Deep,BINGHAM SWD 1D,77.28031496702252,-30.942520613649464,70.8154554850508,1.1263224570805552,56.539356605065024,-25477.0,0.2663624946563732,texnet2024oqfb,0.0,0bbl Disposal,0.0,-56.539356605065024
35962,56954,16533269,11975.0,13500.0,90000,7/8/1985,32.73112103,-102.6710962,Deep,SEMINOLE SAN ANDRES UNIT 2,104.25693593657853,81.2849427738779,-65.28701688081391,1.8283052031967804,39.05270362765229,-42167.0,0.7018510879558545,texnet2024oqfb,0.0,0bbl Disposal,0.0,-39.05270362765229
36399,56250,18930114,5200.0,8000.0,18000,5/23/1985,33.835995,-102.014713,Deep,ANTON-IRISH CLEARFORK UNIT 317,189.19412918689778,19.545579616481078,-188.18196430363872,3.3124722005902014,39.17864476386037,-42121.0,2.303838711260126,texnet2024oqfb,0.0,0bbl Disposal,0.0,-39.17864476386037
37182,49927,50132488,10500.0,13000.0,50000,11/4/1983,32.98079824,-102.8043948,Deep,DENVER UNIT 1SD,132.03512517370288,93.66815474772545,-93.05857131034558,2.2673094592517122,40.72826830937714,-41555.0,1.0793671262221296,texnet2024oqfb,0.0,0bbl Disposal,0.0,-40.72826830937714
55969,80189,307440,5200.0,6500.0,10000,7/28/1993,32.4430212,-102.3956426,Deep,STATE OF TEXAS -CJ- 6,64.70652294894664,55.51520034133607,-33.24172083643868,1.2736523208224426,30.99794661190965,-26975.0,0.3406037064165699,texnet2024oqfb,0.0,0bbl Disposal,0.0,-30.99794661190965
57406,81492,13510010,3550.0,4650.0,1500,8/30/1994,31.80422123,-102.5844123,Deep,MOSS E 6D,82.67446243082745,73.5211660533975,37.81189329373415,1.656704062563169,29.908281998631075,-38989.0,0.576285193572105,texnet2024oqfb,0.0,0bbl Disposal,0.0,-29.908281998631075
60796,108661,38333104,5517.0,6686.0,15000,11/13/2013,31.31348622,-101.4525461,Deep,TEXACO 5,98.23545756857222,-33.36430580006139,92.39626661595904,3.2907875108608455,10.702258726899384,-52522.0,2.273773851784143,texnet2024oqfb,0.0,0bbl Disposal,0.0,-10.702258726899384
37272,54994,50132540,12399.0,13000.0,25000,6/1/1984,33.04921343,-102.7879079,Deep,"ODC A"""" 18",136.43251701909494,92.08746549140757,-100.66838148441776,2.359535165928661,40.153319644079396,-41765.0,1.1689622748642845,texnet2024oqfb,0.0,0bbl Disposal,0.0,-40.153319644079396
42904,73541,16530094,5100.0,6050.0,10000,8/28/1990,32.53369402,-102.5694001,Deep,NORMAN D 4D,83.87398732397054,71.8167075074199,-43.327243483495714,1.5783692963002498,33.91375770020534,-38403.0,0.5230760495907462,texnet2024oqfb,0.0,0bbl Disposal,0.0,-33.91375770020534
46912,23116,41502924,6300.0,8500.0,12000,2/14/1955,32.63293291,-101.1476746,Deep,SHARON RIDGE CANYON UNIT 4011W,82.2791341032668,-61.75995390380177,-54.36556866808702,1.0820021450876167,69.44832306639289,-24261.0,0.24581242459986433,texnet2024oqfb,0.0,0bbl Disposal,0.0,-69.44832306639289
55011,46500,47531589,4567.0,6308.0,20000,8/18/1983,31.62503711,-103.4256948,Deep,"PRUETT, T. B. ET AL 5D",163.5773214958858,153.04799434989806,57.74251307872584,2.801617281375597,40.941820670773446,-41477.0,1.648030338226651,texnet2024oqfb,0.0,0bbl Disposal,0.0,-40.941820670773446
62074,86758,13537365,7330.0,7800.0,6000,9/12/1997,32.07204207,-102.5845023,Deep,HOLT W SWDW 1,73.8591285634377,73.42217863864802,8.02222592512225,1.561433276307401,26.872005475701574,-34045.0,0.5119109838220417,texnet2024oqfb,0.0,0bbl Disposal,0.0,-26.872005475701574
64169,54883,21934308,11700.0,12600.0,10000,6/22/1984,33.40957348,-102.4652222,Deep,SLAUGHTER CONSOLIDATED 315,153.6894317078755,61.72436407301242,-140.75116974852693,2.6598902648808926,40.09582477754962,-41786.0,1.485508109279575,texnet2024oqfb,0.0,0bbl Disposal,0.0,-40.09582477754962
69308,72856,13535498,5590.0,5700.0,2500,2/15/1990,31.7759136,-102.4162848,Deep,MOSS -A- 1,70.73306961004033,57.66650329426145,40.96054625775921,1.3207764834953044,34.444900752908964,-29296.0,0.36627412739629756,texnet2024oqfb,0.0,0bbl Disposal,0.0,-34.444900752908964
69876,102986,310357,10481.0,12532.0,20000,12/17/2010,32.292195,-102.5794694,Deep,"J.E. PARKER F"""" 4",74.69718314506767,72.8599201467103,-16.465347763784393,2.2189460663904477,13.609856262833675,-39435.0,1.0338108357086384,texnet2024oqfb,0.0,0bbl Disposal,0.0,-13.609856262833675
70137,105869,17331984,3475.0,3690.0,14000,10/25/2012,31.72300906,-101.5551044,Deep,"THOMASON D"" SWD"" 1",52.458123229083824,-23.60923231835178,46.845109419047546,1.6768596248419643,11.75359342915811,-27709.0,0.5903927326470548,texnet2024oqfb,0.0,0bbl Disposal,0.0,-11.75359342915811
72148,113942,31740488,11000.0,14000.0,40000,6/17/2016,32.39041644,-101.9691894,Deep,HECKER 1D,31.433929641814135,15.422487751433913,-27.39050215455579,1.2096801463004927,8.109514031485284,-21303.0,0.30724773700407787,texnet2024oqfb,6906940.0,Exclude,6.90694,-8.109514031485284
65402,112680,32900423,10300.0,14000.0,10000,8/3/2015,31.77735115,-102.2458181,Deep,DORA ROBERTS RANCH UNIT 2103,58.253980860881974,41.579396645618566,40.80064781099974,2.1300357708325084,8.982888432580424,-31536.0,0.9526236971696314,texnet2024oqfb,4572471.0,Exclude,4.572471,-8.982888432580424
67690,65274,333217,13385.0,14134.0,10000,10/23/1987,32.49682731,-102.3605675,Deep,UNIVERSITY 5-3 1D,65.29724176712143,52.20177465892872,-39.2265654784722,1.1802384127373404,36.761122518822724,-25207.0,0.29247387401944125,texnet2024oqfb,0.0,0bbl Disposal,0.0,-36.761122518822724
70265,119379,30134491,5300.0,7700.0,40000,10/16/2019,31.997547,-103.381417,Deep,ROSS SWD 5,149.4567084516102,148.5643741916775,16.308300137649898,7.491308755153104,4.780287474332649,-54685.0,11.78319272095805,texnet2024oqfb,27604707.0,Exclude,27.604707,-4.780287474332649
73606,86338,26331495,3900.0,5300.0,20000,6/30/1997,33.20187247,-100.9336946,Deep,JONES-O'DONNELL 1WD,143.1755304274422,-81.59936829567785,-117.6486210446077,3.015483910200725,27.07460643394935,-46542.0,1.9092448072110861,texnet2024oqfb,0.0,0bbl Disposal,0.0,-27.07460643394935
75010,91186,47534643,5020.0,6543.0,5000,7/23/2001,31.49843789,-102.7871815,Deep,WINTER 14-20 1,117.35287096590093,92.80726338209445,71.82412320632336,2.6809533875090694,23.01163586584531,-48026.0,1.5091281263876761,texnet2024oqfb,0.0,0bbl Disposal,0.0,-23.01163586584531
76197,114948,22739065,10340.0,11500.0,20000,2/24/2017,32.394402,-101.561671,Deep,87 AIRSTRIP SWD 1,36.04663087810982,-22.905024630700872,-27.833815328681887,1.4502552193920109,7.4195756331279945,-22920.0,0.44160752105950846,texnet2024oqfb,14709940.95027606,Exclude,14.70994095027606,-7.4195756331279945
78086,108925,23535360,8932.0,9940.0,40000,12/13/2013,31.13239808,-101.1627063,Deep,BARNHART 687 SWD 3,127.93264192031889,-60.84418074713357,112.53867022801714,4.302153303018467,10.620123203285422,-52552.0,3.886148131824799,texnet2024oqfb,0.0,0bbl Disposal,0.0,-10.620123203285422
48528,64102,16533658,10490.0,12000.0,50000,9/9/1987,32.95337,-102.851914,Deep,DENVER UNIT 3SD,133.16178861787057,98.13778958997713,-90.00773274936421,2.4029465192293267,36.88158795345654,-42960.0,1.212371719557053,texnet2024oqfb,0.0,0bbl Disposal,0.0,-36.88158795345654
53249,58283,50132893,10100.0,11500.0,50000,11/13/1985,32.99543001,-102.8448277,Deep,DENVER UNIT 2D,135.8737313494594,97.45054816055455,-94.68606064729963,2.3935176652010277,38.70225872689939,-42295.0,1.2028760038181778,texnet2024oqfb,0.0,0bbl Disposal,0.0,-38.70225872689939
58888,53887,50132538,12455.0,13000.0,0,6/28/1984,33.01029747,-102.7829119,Deep,"WILDER B"""" 40",132.96140707452773,91.63918983284346,-96.33976574364723,2.3016235908526417,40.07939767282683,-41792.0,1.1122852742452627,texnet2024oqfb,0.0,0bbl Disposal,0.0,-40.07939767282683
60787,60840,26300188,3880.0,3920.0,6000,7/9/1986,33.24290343,-100.8670212,Deep,SALT CREEK FIELD UNIT E33,150.49258760127242,-87.82172394301264,-122.21248788265788,2.67364264204105,38.050650239561946,-42533.0,1.5009088049999868,texnet2024oqfb,0.0,0bbl Disposal,0.0,-38.050650239561946
63202,103600,32902024,6420.0,13391.0,20000,8/18/2011,31.7408469,-102.2079781,Deep,"SANDERS, JUNE T. 3",58.8023567892918,38.016048216387695,44.8610094506711,1.7912917882075052,12.941820670773442,-30371.0,0.6737212673798889,texnet2024oqfb,0.0,0bbl Disposal,0.0,-12.941820670773442
65483,113055,22738574,9607.0,10700.0,20000,10/20/2015,32.3950326,-101.4835524,Deep,TATE -D- 3,41.1559229804765,-30.251981732502237,-27.90395686151688,1.523064444364943,8.76933607118412,-24158.0,0.48706188639255443,texnet2024oqfb,2349744.0,Exclude,2.349744,-8.76933607118412
67489,68911,30130741,4140.0,4164.0,20000,9/15/1988,31.73784236,-103.6535824,Deep,MORLEY -A- 2R,180.22170761732383,174.46355996197917,45.19520393380292,3.2980135265004487,35.8631074606434,-43332.0,2.283770464737477,texnet2024oqfb,0.0,0bbl Disposal,0.0,-35.8631074606434
66180,115975,31741203,12380.0,13965.0,30000,1/31/2018,32.46735558,-102.1482233,Deep,GOLDEN TORNADOES SWD 1,48.29258776441504,32.24733303246623,-35.94842986558514,2.0780804211951436,6.485968514715948,-27792.0,0.9067181063171322,texnet2024oqfb,8022909.999999999,Exclude,8.02291,-6.485968514715948
70158,102703,13510848,4849.0,5060.0,3000,4/11/2011,31.97427987,-102.3713125,Deep,"RATLIFF, S. W., -A- 13J",56.611487941688786,53.36473543340634,18.896299127281786,1.701490912758854,13.295003422313483,-29133.0,0.6078646037761182,texnet2024oqfb,228419.0,Exclude,0.228419,-13.295003422313483
70643,98915,38335592,3700.0,4700.0,20000,5/30/2008,31.346305,-101.762351,Deep,SHEEPSHEAD 1,88.83838998712616,-4.054150049559422,88.74583918975992,2.4219517110724587,16.15879534565366,-48649.0,1.2316251447639,texnet2024oqfb,104168415.0,Exclude,104.168415,-16.15879534565366
73031,99895,31735147,11242.0,12617.0,10000,1/14/2009,32.47193901,-102.1103753,Deep,"BREEDLOVE, F. D., -B- 47",46.39207625716661,28.688431811401752,-36.4582440201039,1.2900359735727434,15.53182751540041,-23698.0,0.3494227916922256,texnet2024oqfb,372016.0,Exclude,0.372016,-15.53182751540041
78588,113121,13536412,11778.0,14500.0,10000,11/12/2015,31.967283,-102.367196,Deep,RATLIFF 'F' 1,56.51395677302151,52.97871136730089,19.67455981051104,2.0989715802823974,8.706365503080082,-30761.0,0.9250404069690874,texnet2024oqfb,1627607.0,Exclude,1.627607,-8.706365503080082
78607,115608,22739197,8850.0,12500.0,25000,9/11/2017,32.435831,-101.570429,Deep,ELROD-ANTELL 1D,39.2408058529306,-22.076291408269224,-32.44195608955154,1.6401326131331229,6.874743326488707,-24174.0,0.5648140816873108,texnet2024oqfb,22043989.000535883,Exclude,22.043989000535884,-6.874743326488707
78754,115879,32930927,4531.0,5523.0,20000,12/20/2017,31.8415328,-102.0025414,Deep,FIRST UNITED METHODIST CHURCH B 1,38.466055358982324,18.61523182125536,33.66173358509921,1.6407539193386718,6.6009582477754964,-24010.0,0.5652420823970195,texnet2024oqfb,1291472.7400000005,Exclude,1.2914727400000006,-6.6009582477754964
78989,115918,22740963,9750.0,13000.0,35000,2/20/2018,32.359999,-101.395278,Deep,LONG 350 SWD 1,45.42398047878379,-38.56160515153811,-24.00717537608431,1.9629447838639005,6.431211498973306,-26633.0,0.809028374892365,texnet2024oqfb,25943332.300000004,Exclude,25.943332300000005,-6.431211498973306
79239,89523,10538250,3575.0,3615.0,2000,1/19/2000,31.01025391,-101.6014847,Deep,"RANCH HAND 55"""" 3",127.59357060690377,-19.305276140300847,126.12474588708513,2.8238144209132,24.520191649555098,-47475.0,1.67424839233928,texnet2024oqfb,0.0,0bbl Disposal,0.0,-24.520191649555098
79626,120087,41535513,5050.0,7491.0,24500,1/3/2020,32.62659604,-100.7082065,Deep,MAPACHE GRANDE 144 2D,116.175522903924,-103.04085462061609,-53.660719674789476,5.95951941879994,4.563997262149213,-54764.0,7.45710169043398,texnet2024oqfb,0.0,0bbl Disposal,0.0,-4.563997262149213
81010,119012,32943904,12060.0,15000.0,30000,8/12/2019,31.7859639,-102.0737994,Deep,RIPTIDE 29 SWD 1,47.22080988377643,25.345066961665314,39.8426530648518,2.3240133018586135,4.958247775496235,-27901.0,1.1340306848773125,texnet2024oqfb,0.0,0bbl Disposal,0.0,-4.958247775496235
81296,116306,31741025,13031.0,13953.0,30000,5/17/2018,32.263789,-102.192392,Deep,MABEE 6 SWD 1,38.79376805528391,36.440560234835296,-13.305753121065198,1.7079851528011412,6.195756331279945,-24269.0,0.6125136468521116,texnet2024oqfb,10743202.0,Exclude,10.743202,-6.195756331279945
83049,116110,38333469,5561.0,5957.0,15000,3/8/2018,31.30221899,-101.4622766,Deep,PARISH 6,99.11062533642274,-32.44571399956946,93.64951872981875,4.297612460346668,6.3874058863791925,-54098.0,3.8779489472271576,texnet2024oqfb,0.0,0bbl Disposal,0.0,-6.3874058863791925
83099,116274,22739482,10361.0,11477.0,50000,5/8/2018,32.317396,-101.632668,Deep,DELPHIN SWD 1,25.19595077893096,-16.234629037163042,-19.268450791004,1.1071105542956505,6.220396988364135,-20443.0,0.2573531977754347,texnet2024oqfb,29785172.0,Exclude,29.785172,-6.220396988364135
76457,102113,21937129,8100.0,11630.0,20000,7/30/2010,33.6023416,-102.4096829,Deep,LEVELLAND UNIT 1208WD,171.74063499741268,56.469018187412765,-162.1927355881107,5.0313499714885825,13.99315537303217,-51320.0,5.315163656603707,texnet2024oqfb,0.0,0bbl Disposal,0.0,-13.99315537303217
76459,102121,21937132,8100.0,11700.0,20000,8/4/2010,33.52944826,-102.4590465,Deep,SOUTHEAST LEVELLAND UNIT 369WD,165.7577041234002,61.105592432550395,-154.0848215363621,4.858449811852948,13.979466119096509,-51325.0,4.956133870163201,texnet2024oqfb,0.0,0bbl Disposal,0.0,-13.979466119096509
77493,112402,32940594,12480.0,14500.0,30000,5/4/2015,32.03981507,-102.2500813,Deep,CASSELMAN8 1D,43.49871651522075,41.92160421860241,11.606829760612516,1.5689065025602018,9.232032854209445,-24859.0,0.5168228575974101,texnet2024oqfb,2708881.0,Exclude,2.708881,-9.232032854209445
77543,112642,31740201,11000.0,14000.0,40000,7/24/2015,32.36428823,-102.0139027,Deep,JONES-HOLTON D 4D,31.382200677164736,19.630697697410895,-24.48426571366758,1.145734148320214,9.010266940451745,-20960.0,0.27562290238868564,texnet2024oqfb,9801426.0,Exclude,9.801426,-9.010266940451745
77593,122659,46134345,11246.0,11853.0,60000,4/24/2020,31.25288346,-101.8080958,Deep,"UNIVERSITY 21"""" 1",99.13747726762887,0.27296079272504636,99.13710150401259,5.265469116731072,4.257357973990418,-54876.0,5.821323397640966,texnet2024oqfb,20237221.0,Exclude,20.237221,-4.257357973990418
78646,115691,22739461,10000.0,11500.0,25000,10/12/2017,32.37499984,-101.5765364,Deep,BEALL SWD 1,33.494597287891274,-21.5092308856388,-25.675716307588072,1.4086831616021334,6.789869952087611,-22372.0,0.4166527319291387,texnet2024oqfb,396844.0,Exclude,0.396844,-6.789869952087611
78814,116014,31741024,13200.0,14318.0,30000,2/8/2018,32.279007,-102.174397,Deep,MABEE 5 SWD 1,37.84307349184248,34.744006214369776,-14.998448723152777,1.6311834666168465,6.464065708418891,-23852.0,0.5586672444460317,texnet2024oqfb,10870608.0,Exclude,10.870608,-6.464065708418891
80552,112469,22736895,3200.0,4100.0,10000,5/27/2015,32.17506329,-101.5059237,Deep,PATTERSON 2713,28.390818175756127,-28.182032486530584,-3.436807194586481,1.027506878361072,9.169062286105408,-20117.0,0.2216751763580728,texnet2024oqfb,0.0,0bbl Disposal,0.0,-9.169062286105408
81354,116497,22739854,9900.0,11015.0,50000,7/17/2018,32.359472,-101.496754,Deep,SNEED 5 1,37.62263709311864,-29.016057648891227,-23.948557253971906,1.6792098741086867,6.028747433264887,-23938.0,0.5920488551514601,texnet2024oqfb,63631692.6028596,Exclude,63.6316926028596,-6.028747433264887
82742,97519,16531698,11600.0,12900.0,45000,4/30/2007,32.76325824,-102.7046892,Deep,"SEMINOLE DEEP UNIT D"""" 3214D",108.9453256107003,84.42341439162699,-68.8616333895789,2.875223943084115,17.242984257357975,-50133.0,1.7357650505080908,texnet2024oqfb,0.0,0bbl Disposal,0.0,-17.242984257357975
82991,119288,38938775,3300.0,6161.0,30000,10/5/2019,31.815579,-104.030665,Deep,NIGHTHAWK STATE SWD 1,213.12213653192472,209.9654953505123,36.54857043077387,10.648957255024529,4.810403832991102,-54674.0,23.810129340017735,texnet2024oqfb,22677569.0,Exclude,22.677569,-4.810403832991102
83126,116298,31741387,11000.0,14500.0,50000,5/14/2018,32.431667,-101.831667,Deep,HOLCOMB 68 SWD 1,32.07540523988422,2.487632628872469,-31.978795063983277,1.4112586031335685,6.203969883641341,-22178.0,0.41817762510723205,texnet2024oqfb,12055937.505000021,Exclude,12.05593750500002,-6.203969883641341
83879,94097,26300427,5100.0,9000.0,13000,5/10/2004,33.00498821,-100.8524276,Deep,COGDELL CANYON REEF UNIT 1039WD,130.93211980668727,-89.30644474025425,-95.74921763927512,3.1914949991013652,20.213552361396303,-49048.0,2.138631323841706,texnet2024oqfb,0.0,0bbl Disposal,0.0,-20.213552361396303
85263,116549,10933303,11000.0,13100.0,90000,7/30/2018,31.9579255,-104.3226513,Deep,DR B SNOWBIRD 13 SWD 1,238.2301560581488,237.3280170402477,20.71539297495668,10.664444973423143,5.993155373032169,-54242.0,23.879438049377985,texnet2024oqfb,38330393.90665841,Exclude,38.33039390665841,-5.993155373032169
86252,82777,11532680,5260.0,12200.0,14000,1/24/1994,32.90487595,-102.099488,Deep,WEST WELCH UNIT 1D,89.00081769827088,27.598624910547095,-84.61374765523622,1.7659435748133359,30.50513347022587,-43535.0,0.6547887858138715,texnet2024oqfb,0.0,0bbl Disposal,0.0,-30.50513347022587
86836,115416,31742648,12066.0,13180.0,25000,7/19/2017,32.36255398,-101.9481329,Deep,LONE RANGER SWD 1,27.763552710779784,13.44414026872262,-24.29136537538986,1.1481424056657359,7.02258726899384,-20747.0,0.27678280232092206,texnet2024oqfb,2573745.0,Exclude,2.573745,-7.02258726899384
87887,110530,49533573,3950.0,5500.0,25000,7/23/2014,31.84350199,-103.1116068,Deep,KERMIT SWD 1,127.69426019947274,123.23751661518422,33.44270090980177,4.4225555786733635,10.012320328542094,-52774.0,4.106711419713037,texnet2024oqfb,0.0,0bbl Disposal,0.0,-10.012320328542094
68221,110802,22734916,8570.0,8732.0,25000,9/8/2014,32.48653208,-101.5858926,Deep,MIDDLETON 38 1,43.30395578495176,-20.61650195411198,-38.08142876251248,1.5095182672288254,9.883641341546886,-24546.0,0.4784365311255686,texnet2024oqfb,3748488.000000002,Exclude,3.748488000000002,-9.883641341546886
69968,109990,15100308,7000.0,7500.0,5000,5/7/2014,32.74441705,-100.6307689,Deep,GORDON A 1R,128.88304399720437,-110.24243927553727,-66.76593096803202,4.417464125560819,10.223134839151266,-52697.0,4.097261185573798,texnet2024oqfb,1179843.0,Exclude,1.179843,-10.223134839151266
70947,99289,306772,4800.0,15200.0,30000,7/22/2008,32.15673223,-102.2911032,Deep,"DAVID FASKEN O"""" 1",45.77925811668181,45.75791207392022,-1.3978464478658699,1.2536962964983993,16.01368925393566,-23275.0,0.33001393067081947,texnet2024oqfb,6816553.0,Exclude,6.816553,-16.01368925393566
71981,85131,18930399,5200.0,8000.0,15000,8/22/1996,33.834609,-102.014835,Deep,ANTON-IRISH CLEARFORK UNIT 508,189.04198320691194,19.55711523710171,-188.02779975478285,3.9201374451629065,27.928815879534564,-46230.0,3.2266374894171443,texnet2024oqfb,0.0,0bbl Disposal,0.0,-27.928815879534564
73228,109149,30132040,4650.0,8000.0,40000,1/14/2014,31.99280254,-103.6087248,Deep,EXCELSIOR 12 SWD 2,170.8246614924233,169.99308754837338,16.83602563221473,5.768380218964255,10.532511978097194,-52584.0,6.986430526820487,texnet2024oqfb,0.0,0bbl Disposal,0.0,-10.532511978097194
73319,117564,31739041,12700.0,15000.0,10000,1/6/2019,32.198144,-102.144121,Deep,MABEE SWD 1,32.46886511481632,31.908909435338998,-6.0040707187079905,1.5096994217866326,5.555099247091033,-22526.0,0.478551370622021,texnet2024oqfb,8634761.0,Exclude,8.634761,-5.555099247091033
73360,117974,3332446,8300.0,10216.0,20000,3/18/2019,32.537097,-101.415206,Deep,GUNSIGHT 1D,57.039390024251865,-36.65120012181395,-43.70575638138005,2.6998083242940134,5.360711841204655,-32244.0,1.5304299324944652,texnet2024oqfb,18535188.0,Exclude,18.535188,-5.360711841204655
75000,97528,3331474,9750.0,10000.0,10000,5/3/2007,32.61230645,-101.547254,Deep,"JOHNSON, W. D. 11D",57.433360266936994,-24.23177120874551,-52.071290962169634,1.5161101750120949,17.234770704996578,-28105.0,0.4826242189984597,texnet2024oqfb,5294714.0,Exclude,5.294714,-17.234770704996578
78008,110736,22734579,3104.0,3230.0,25000,8/29/2014,32.35945415,-101.5760072,Deep,"RAY, DOIS 1",32.222779205078,-21.56085339059408,-23.94657180144897,1.1216906853293898,9.911019849418206,-20865.0,0.2641762760680687,texnet2024oqfb,825699.0,Exclude,0.825699,-9.911019849418206
