Distance,d,Years Before Earthquake,Diffusivity
28.349683773503425,0.1,-20.28056112224449,Minimum
28.293601258098573,0.1,-20.20040080160321,Minimum
28.237407357031046,0.1,-20.120240480961925,Minimum
28.18110140398251,0.1,-20.04008016032064,Minimum
28.124682725964725,0.1,-19.95991983967936,Minimum
28.068150643225724,0.1,-19.87975951903808,Minimum
28.01150446915421,0.1,-19.799599198396795,Minimum
27.954743510182315,0.1,-19.71943887775551,Minimum
27.89786706568647,0.1,-19.639278557114228,Minimum
27.840874427886565,0.1,-19.559118236472948,Minimum
27.78376488174311,0.1,-19.478957915831664,Minimum
27.726537704852642,0.1,-19.39879759519038,Minimum
27.669192167341084,0.1,-19.3186372745491,Minimum
27.61172753175511,0.1,-19.238476953907817,Minimum
27.554143052951524,0.1,-19.158316633266534,Minimum
27.496437977984545,0.1,-19.07815631262525,Minimum
27.43861154599089,0.1,-18.99799599198397,Minimum
27.38066298807278,0.1,-18.917835671342687,Minimum
27.322591527178606,0.1,-18.837675350701403,Minimum
27.264396377981416,0.1,-18.75751503006012,Minimum
27.206076746754942,0.1,-18.67735470941884,Minimum
27.147631831247338,0.1,-18.597194388777556,Minimum
27.089060820552408,0.1,-18.517034068136272,Minimum
27.030362894978335,0.1,-18.436873747494992,Minimum
26.97153722591382,0.1,-18.35671342685371,Minimum
26.912582975691667,0.1,-18.276553106212425,Minimum
26.853499297449535,0.1,-18.196392785571142,Minimum
26.794285334988068,0.1,-18.116232464929862,Minimum
26.73494022262609,0.1,-18.03607214428858,Minimum
26.67546308505298,0.1,-17.955911823647295,Minimum
26.615853037178013,0.1,-17.87575150300601,Minimum
26.556109183976705,0.1,-17.79559118236473,Minimum
26.49623062033401,0.1,-17.715430861723448,Minimum
26.43621643088435,0.1,-17.635270541082164,Minimum
26.376065689848314,0.1,-17.555110220440884,Minimum
26.31577746086608,0.1,-17.4749498997996,Minimum
26.255350796827322,0.1,-17.394789579158317,Minimum
26.19478473969761,0.1,-17.314629258517034,Minimum
26.134078320341217,0.1,-17.234468937875754,Minimum
26.07323055834015,0.1,-17.15430861723447,Minimum
26.01224046180944,0.1,-17.074148296593187,Minimum
25.951107027208494,0.1,-16.993987975951903,Minimum
25.88982923914841,0.1,-16.913827655310623,Minimum
25.82840607019523,0.1,-16.83366733466934,Minimum
25.76683648066894,0.1,-16.753507014028056,Minimum
25.705119418438137,0.1,-16.673346693386776,Minimum
25.643253818710278,0.1,-16.593186372745492,Minimum
25.58123860381731,0.1,-16.51302605210421,Minimum
25.519072682996665,0.1,-16.432865731462925,Minimum
25.456754952167426,0.1,-16.352705410821645,Minimum
25.394284293701496,0.1,-16.272545090180362,Minimum
25.331659576189796,0.1,-16.19238476953908,Minimum
25.268879654203154,0.1,-16.112224448897795,Minimum
25.205943368047862,0.1,-16.032064128256515,Minimum
25.14284954351574,0.1,-15.951903807615231,Minimum
25.07959699162854,0.1,-15.871743486973948,Minimum
25.016184508376522,0.1,-15.791583166332668,Minimum
24.952610874451018,0.1,-15.711422845691384,Minimum
24.888874854970947,0.1,-15.6312625250501,Minimum
24.824975199202893,0.1,-15.551102204408817,Minimum
24.76091064027478,0.1,-15.470941883767537,Minimum
24.69667989488276,0.1,-15.390781563126254,Minimum
24.632281662991353,0.1,-15.31062124248497,Minimum
24.56771462752639,0.1,-15.230460921843687,Minimum
24.502977454060723,0.1,-15.150300601202407,Minimum
24.43806879049246,0.1,-15.070140280561123,Minimum
24.37298726671549,0.1,-14.98997995991984,Minimum
24.30773149428201,0.1,-14.90981963927856,Minimum
24.24230006605692,0.1,-14.829659318637276,Minimum
24.176691555863822,0.1,-14.749498997995993,Minimum
24.110904518122307,0.1,-14.669338677354709,Minimum
24.044937487476336,0.1,-14.589178356713429,Minimum
23.97878897841337,0.1,-14.509018036072145,Minimum
23.91245748487412,0.1,-14.428857715430862,Minimum
23.84594147985242,0.1,-14.348697394789582,Minimum
23.77923941498508,0.1,-14.268537074148298,Minimum
23.712349720131357,0.1,-14.188376753507015,Minimum
23.645270802941706,0.1,-14.108216432865731,Minimum
23.57800104841548,0.1,-14.028056112224451,Minimum
23.510538818447255,0.1,-13.947895791583168,Minimum
23.442882451361417,0.1,-13.867735470941884,Minimum
23.37503026143459,0.1,-13.7875751503006,Minimum
23.306980538405586,0.1,-13.70741482965932,Minimum
23.238731546972407,0.1,-13.627254509018037,Minimum
23.170281526275947,0.1,-13.547094188376754,Minimum
23.101628689369896,0.1,-13.466933867735474,Minimum
23.03277122267644,0.1,-13.38677354709419,Minimum
22.963707285427276,0.1,-13.306613226452907,Minimum
22.894435009089428,0.1,-13.226452905811623,Minimum
22.8249524967754,0.1,-13.146292585170343,Minimum
22.75525782263711,0.1,-13.06613226452906,Minimum
22.685349031243074,0.1,-12.985971943887776,Minimum
22.61522413693826,0.1,-12.905811623246493,Minimum
22.54488112318601,0.1,-12.825651302605213,Minimum
22.474317941891417,0.1,-12.745490981963929,Minimum
22.403532512705592,0.1,-12.665330661322646,Minimum
22.332522722309953,0.1,-12.585170340681366,Minimum
22.261286423680104,0.1,-12.505010020040082,Minimum
22.18982143532836,0.1,-12.424849699398798,Minimum
22.118125540524257,0.1,-12.344689378757515,Minimum
22.0461964864923,0.1,-12.264529058116235,Minimum
21.974031983585977,0.1,-12.184368737474951,Minimum
21.901629704437365,0.1,-12.104208416833668,Minimum
21.82898728308134,0.1,-12.024048096192384,Minimum
21.75610231405343,0.1,-11.943887775551104,Minimum
21.68297235146036,0.1,-11.86372745490982,Minimum
21.609594908022416,0.1,-11.783567134268537,Minimum
21.53596745408625,0.1,-11.703406813627257,Minimum
21.46208741660736,0.1,-11.623246492985974,Minimum
21.387952178100875,0.1,-11.54308617234469,Minimum
21.313559075559475,0.1,-11.462925851703407,Minimum
21.238905399337263,0.1,-11.382765531062127,Minimum
21.16398839199812,0.1,-11.302605210420843,Minimum
21.088805247127326,0.1,-11.22244488977956,Minimum
21.01335310810483,0.1,-11.142284569138276,Minimum
20.937629066838795,0.1,-11.062124248496996,Minimum
20.86163016245774,0.1,-10.981963927855713,Minimum
20.785353379959655,0.1,-10.901803607214429,Minimum
20.708795648816338,0.1,-10.82164328657315,Minimum
20.631953841531057,0.1,-10.741482965931866,Minimum
20.55482477214782,0.1,-10.661322645290582,Minimum
20.47740519470999,0.1,-10.581162324649299,Minimum
20.39969180166626,0.1,-10.501002004008019,Minimum
20.321681222221834,0.1,-10.420841683366735,Minimum
20.243370020632362,0.1,-10.340681362725451,Minimum
20.164754694438287,0.1,-10.260521042084168,Minimum
20.08583167263693,0.1,-10.180360721442888,Minimum
20.006597313789733,0.1,-10.100200400801604,Minimum
19.927047904061766,0.1,-10.02004008016032,Minimum
19.847179655190466,0.1,-9.939879759519041,Minimum
19.766988702380544,0.1,-9.859719438877757,Minimum
19.68647110212173,0.1,-9.779559118236474,Minimum
19.605622829925796,0.1,-9.69939879759519,Minimum
19.52443977797933,0.1,-9.61923847695391,Minimum
19.44291775270819,0.1,-9.539078156312627,Minimum
19.361052472249774,0.1,-9.458917835671343,Minimum
19.2788395638286,0.1,-9.37875751503006,Minimum
19.196274561030766,0.1,-9.29859719438878,Minimum
19.11335290097242,0.1,-9.218436873747496,Minimum
19.03006992135721,0.1,-9.138276553106213,Minimum
18.94642085741733,0.1,-9.058116232464933,Minimum
18.862400838732384,0.1,-8.97795591182365,Minimum
18.778004885920282,0.1,-8.897795591182366,Minimum
18.693227907193553,0.1,-8.817635270541082,Minimum
18.608064694774512,0.1,-8.737474949899802,Minimum
18.522509921162072,0.1,-8.657314629258519,Minimum
18.43655813524263,0.1,-8.577154308617235,Minimum
18.350203758236994,0.1,-8.496993987975952,Minimum
18.263441079474834,0.1,-8.416833667334672,Minimum
18.17626425198761,0.1,-8.336673346693388,Minimum
18.088667287910308,0.1,-8.256513026052104,Minimum
18.00064405368181,0.1,-8.176352705410824,Minimum
17.912188265032952,0.1,-8.096192384769541,Minimum
17.823293481750728,0.1,-8.016032064128257,Minimum
17.733953102206282,0.1,-7.935871743486977,Minimum
17.644160357633506,0.1,-7.855711422845694,Minimum
17.553908306144233,0.1,-7.77555110220441,Minimum
17.463189826465072,0.1,-7.695390781563127,Minimum
17.371997611379843,0.1,-7.615230460921843,Minimum
17.280324160860545,0.1,-7.53507014028056,Minimum
17.18816177486862,0.1,-7.454909819639283,Minimum
17.095502545806855,0.1,-7.374749498998,Minimum
17.002338350601146,0.1,-7.294589178356716,Minimum
16.90866084238951,0.1,-7.214428857715433,Minimum
16.814461441794382,0.1,-7.134268537074149,Minimum
16.71973132775236,0.1,-7.054108216432866,Minimum
16.624461427873612,0.1,-6.973947895791582,Minimum
16.528642408301156,0.1,-6.893787575150299,Minimum
16.43226466303794,0.1,-6.813627254509022,Minimum
16.33531830270715,0.1,-6.733466933867739,Minimum
16.237793142708554,0.1,-6.653306613226455,Minimum
16.139678690730705,0.1,-6.573146292585172,Minimum
16.040964133575653,0.1,-6.492985971943888,Minimum
15.941638323249412,0.1,-6.4128256513026045,Minimum
15.841689762267409,0.1,-6.332665330661321,Minimum
15.741106588120232,0.1,-6.2525050100200446,Minimum
15.63987655684008,0.1,-6.172344689378761,Minimum
15.537987025603726,0.1,-6.0921843687374775,Minimum
15.435424934301727,0.1,-6.012024048096194,Minimum
15.332176785998042,0.1,-5.93186372745491,Minimum
15.228228626197176,0.1,-5.851703406813627,Minimum
15.123566020828713,0.1,-5.771543086172343,Minimum
15.018174032850963,0.1,-5.691382765531067,Minimum
14.912037197366184,0.1,-5.611222444889783,Minimum
14.80513949513028,0.1,-5.5310621242485,Minimum
14.697464324328202,0.1,-5.450901803607216,Minimum
14.58899447047445,0.1,-5.370741482965933,Minimum
14.47971207428407,0.1,-5.290581162324649,Minimum
14.369598597344382,0.1,-5.210420841683366,Minimum
14.258634785400577,0.1,-5.130260521042082,Minimum
14.146800629049292,0.1,-5.050100200400806,Minimum
14.034075321612868,0.1,-4.969939879759522,Minimum
13.920437213943282,0.1,-4.889779559118239,Minimum
13.805863765877557,0.1,-4.809619238476955,Minimum
13.69033149403639,0.1,-4.729458917835672,Minimum
13.573815915623669,0.1,-4.649298597194388,Minimum
13.45629148784583,0.1,-4.569138276553105,Minimum
13.337731542526496,0.1,-4.488977955911828,Minimum
13.218108215442177,0.1,-4.408817635270545,Minimum
13.097392369848809,0.1,-4.328657314629261,Minimum
12.97555351360425,0.1,-4.2484969939879775,Minimum
12.852559709219069,0.1,-4.168336673346694,Minimum
12.728377476083713,0.1,-4.0881763527054105,Minimum
12.602971684023927,0.1,-4.008016032064127,Minimum
12.476305437225516,0.1,-3.9278557114228505,Minimum
12.348339947441387,0.1,-3.847695390781567,Minimum
12.219034395246235,0.1,-3.7675350701402834,Minimum
12.088345777931915,0.1,-3.687374749499,Minimum
11.95622874243706,0.1,-3.6072144288577164,Minimum
11.822635401470853,0.1,-3.527054108216433,Minimum
11.687515130717294,0.1,-3.4468937875751493,Minimum
11.550814344684943,0.1,-3.3667334669338658,Minimum
11.412476248387705,0.1,-3.2865731462925893,Minimum
11.272440561593008,0.1,-3.206412825651306,Minimum
11.130643211840056,0.1,-3.1262525050100223,Minimum
10.987015991792989,0.1,-3.0460921843687387,Minimum
10.84148617573018,0.1,-2.965931863727455,Minimum
10.693976089050436,0.1,-2.8857715430861717,Minimum
10.544402623563661,0.1,-2.805611222444888,Minimum
10.392676689979837,0.1,-2.7254509018036117,Minimum
10.238702597355003,0.1,-2.645290581162328,Minimum
10.08237734721915,0.1,-2.5651302605210446,Minimum
9.923589827595235,0.1,-2.484969939879761,Minimum
9.762219888989666,0.1,-2.4048096192384776,Minimum
9.598137280515381,0.1,-2.324649298597194,Minimum
9.431200419366188,0.1,-2.2444889779559105,Minimum
9.261254960581047,0.1,-2.164328657314634,Minimum
9.088132125993814,0.1,-2.0841683366733506,Minimum
8.911646740875371,0.1,-2.004008016032067,Minimum
8.73159491323254,0.1,-1.9238476953907835,Minimum
8.547751272903428,0.1,-1.8436873747495,Minimum
8.35986566387618,0.1,-1.7635270541082164,Minimum
8.16765915135357,0.1,-1.6833667334669329,Minimum
7.970819161624702,0.1,-1.6032064128256494,Minimum
7.768993512801872,0.1,-1.523046092184373,Minimum
7.5617830104143655,0.1,-1.4428857715430894,Minimum
7.348732162164106,0.1,-1.3627254509018059,Minimum
7.129317392700296,0.1,-1.2825651302605223,Minimum
6.902931882938779,0.1,-1.2024048096192388,Minimum
6.668865771263243,0.1,-1.1222444889779553,Minimum
6.426279854609529,0.1,-1.0420841683366717,Minimum
6.174169973720705,0.1,-0.9619238476953953,Minimum
5.911317700735439,0.1,-0.8817635270541118,Minimum
5.63622028079651,0.1,-0.8016032064128282,Minimum
5.346988044525224,0.1,-0.7214428857715447,Minimum
5.041188673609575,0.1,-0.6412825651302612,Minimum
4.715600209683094,0.1,-0.5611222444889776,Minimum
4.365797456616262,0.1,-0.4809619238476941,Minimum
3.985409580812377,0.1,-0.40080160320641767,Minimum
3.564658696350167,0.1,-0.32064128256513413,Minimum
3.087084986860364,0.1,-0.2404809619238506,Minimum
2.520594336804801,0.1,-0.16032064128256707,Minimum
1.7823293481750835,0.1,-0.08016032064128353,Minimum
-0.0,0.1,0.0,Minimum
178.0546126769943,2.0,-40.0,Maximum
177.87611176728356,2.0,-39.91983967935872,Maximum
177.69743154964232,2.0,-39.83967935871743,Maximum
177.51857148262684,2.0,-39.75951903807615,Maximum
177.33953102206283,2.0,-39.67935871743487,Maximum
177.16030962102616,2.0,-39.59919839679359,Maximum
176.98090672982363,2.0,-39.519038076152306,Maximum
176.80132179597302,2.0,-39.43887775551102,Maximum
176.62155426418343,2.0,-39.35871743486974,Maximum
176.441603576335,2.0,-39.278557114228455,Maximum
176.2614691714591,2.0,-39.19839679358717,Maximum
176.0811504857176,2.0,-39.118236472945895,Maximum
175.90064695238215,2.0,-39.03807615230461,Maximum
175.71995800181398,2.0,-38.95791583166333,Maximum
175.5390830614423,2.0,-38.877755511022045,Maximum
175.35802155574353,2.0,-38.79759519038076,Maximum
175.17677290621975,2.0,-38.71743486973948,Maximum
174.99533653137723,2.0,-38.637274549098194,Maximum
174.81371184670454,2.0,-38.55711422845691,Maximum
174.63189826465072,2.0,-38.476953907815634,Maximum
174.44989519460307,2.0,-38.39679358717435,Maximum
174.2677020428647,2.0,-38.31663326653307,Maximum
174.085318212632,2.0,-38.236472945891784,Maximum
173.90274310397186,2.0,-38.1563126252505,Maximum
173.71997611379845,2.0,-38.07615230460922,Maximum
173.53701663585028,2.0,-37.99599198396793,Maximum
173.35386406066655,2.0,-37.91583166332666,Maximum
173.17051777556344,2.0,-37.83567134268537,Maximum
172.9869771646103,2.0,-37.75551102204409,Maximum
172.80324160860548,2.0,-37.675350701402806,Maximum
172.61931048505193,2.0,-37.59519038076152,Maximum
172.4351831681326,2.0,-37.51503006012024,Maximum
172.25085902868557,2.0,-37.434869739478955,Maximum
172.06633743417913,2.0,-37.35470941883767,Maximum
